H3F3B	0.805	0.573202315	0.61	0.573202315	0.997	0.977	NA	Paneth-like	H3F3B
GRN	0.795	0.569201314	0.59	0.569201314	0.971	0.784	NA	Paneth-like	GRN
CARD16	0.792	0.7077815	0.584	0.7077815	0.863	0.439	NA	Paneth-like	CARD16
IFITM2	0.787	0.62438014	0.574	0.62438014	0.672	0.153	NA	Paneth-like	IFITM2
SLPI1	0.781	0.77758227	0.562	0.77758227	0.785	0.342	NA	Paneth-like	SLPI
S100A11	0.778	0.650527014	0.556	0.650527014	0.967	0.795	NA	Paneth-like	S100A11
GNPTAB	0.777	0.665386053	0.554	0.665386053	0.73	0.273	NA	Paneth-like	GNPTAB
DMBT1	0.772	0.820572959	0.544	0.820572959	0.772	0.266	NA	Paneth-like	DMBT1
HIGD1A	0.772	0.787305236	0.544	0.787305236	0.883	0.588	NA	Paneth-like	HIGD1A
TMEM176B1	0.772	0.568570043	0.544	0.568570043	0.982	0.861	NA	Paneth-like	TMEM176B
GPRC5C	0.772	0.518431757	0.544	0.518431757	0.777	0.33	NA	Paneth-like	GPRC5C
SEPW11	0.769	0.659708412	0.538	0.659708412	0.976	0.794	NA	Paneth-like	SEPW1
S100A6	0.768	0.5327647	0.536	0.5327647	1	1	NA	Paneth-like	S100A6
RHOV	0.766	0.678502851	0.532	0.678502851	0.601	0.103	NA	Paneth-like	RHOV
PROX1	0.763	0.550158829	0.526	0.550158829	0.568	0.052	NA	Paneth-like	PROX1
PHLDA2	0.761	0.722745207	0.522	0.722745207	0.854	0.563	NA	Paneth-like	PHLDA2
VSIG21	0.761	0.699367783	0.522	0.699367783	0.843	0.477	NA	Paneth-like	VSIG2
MSLN	0.758	0.877284905	0.516	0.877284905	0.534	0.025	NA	Paneth-like	MSLN
TSPAN1	0.758	0.49947407	0.516	0.49947407	0.974	0.808	NA	Paneth-like	TSPAN1
HES1	0.757	0.997292565	0.514	0.997292565	0.913	0.69	NA	Paneth-like	HES1
LGALS31	0.756	0.494390546	0.512	0.494390546	1	0.99	NA	Paneth-like	LGALS3
PPDPF	0.756	0.434620121	0.512	0.434620121	0.999	0.995	NA	Paneth-like	PPDPF
PDE4C	0.755	0.578440033	0.51	0.578440033	0.789	0.432	NA	Paneth-like	PDE4C
TPD521	0.755	0.509108418	0.51	0.509108418	0.895	0.676	NA	Paneth-like	TPD52
CD63	0.754	0.448862692	0.508	0.448862692	0.995	0.954	NA	Paneth-like	CD63
TMSB4X	0.753	0.486429731	0.506	0.486429731	1	1	NA	Paneth-like	TMSB4X
C10orf99	0.752	0.726828764	0.504	0.726828764	0.935	0.763	NA	Paneth-like	C10orf99
FABP51	0.752	0.685473557	0.504	0.685473557	0.863	0.496	NA	Paneth-like	FABP5
CYSTM11	0.751	0.552647297	0.502	0.552647297	0.988	0.885	NA	Paneth-like	CYSTM1
ETHE1	0.751	0.548186406	0.502	0.548186406	0.957	0.805	NA	Paneth-like	ETHE1
ARPC2	0.751	0.521367917	0.502	0.521367917	0.958	0.84	NA	Paneth-like	ARPC2
ATP6V0B	0.75	0.468296824	0.5	0.468296824	0.929	0.693	NA	Paneth-like	ATP6V0B
CLIC1	0.749	0.42354422	0.498	0.42354422	0.991	0.926	NA	Paneth-like	CLIC1
MDK1	0.748	0.66352656	0.496	0.66352656	0.959	0.666	NA	Paneth-like	MDK
ARPC3	0.741	0.431155341	0.482	0.431155341	0.963	0.848	NA	Paneth-like	ARPC3
RNASET2	0.739	0.487474958	0.478	0.487474958	0.888	0.662	NA	Paneth-like	RNASET2
SDCBP21	0.738	0.671610115	0.476	0.671610115	0.889	0.542	NA	Paneth-like	SDCBP2
H3F3A1	0.737	0.333951825	0.474	0.333951825	1	0.989	NA	Paneth-like	H3F3A
CCND1	0.735	0.570414729	0.47	0.570414729	0.675	0.303	NA	Paneth-like	CCND1
QSOX11	0.735	0.493634164	0.47	0.493634164	0.747	0.391	NA	Paneth-like	QSOX1
LITAF	0.734	0.479095909	0.468	0.479095909	0.816	0.457	NA	Paneth-like	LITAF
ADRA2A	0.733	0.526085623	0.466	0.526085623	0.515	0.069	NA	Paneth-like	ADRA2A
GSN1	0.73	0.466402322	0.46	0.466402322	0.825	0.439	NA	Paneth-like	GSN
IL18	0.725	0.531695457	0.45	0.531695457	0.694	0.346	NA	Paneth-like	IL18
KRT81	0.725	0.458712372	0.45	0.458712372	1	0.998	NA	Paneth-like	KRT8
SH3KBP1	0.724	0.423374476	0.448	0.423374476	0.696	0.313	NA	Paneth-like	SH3KBP1
MEIS1	0.724	0.390510977	0.448	0.390510977	0.457	0.012	NA	Paneth-like	MEIS1
EPCAM	0.724	0.372432303	0.448	0.372432303	0.999	0.994	NA	Paneth-like	EPCAM
CKB	0.723	1.223967571	0.446	1.223967571	0.885	0.552	NA	Paneth-like	CKB
CFL1	0.723	0.352721265	0.446	0.352721265	0.999	0.994	NA	Paneth-like	CFL1
ID3	0.722	0.751601455	0.444	0.751601455	0.875	0.673	NA	Paneth-like	ID3
TMEM59	0.721	0.382908968	0.442	0.382908968	0.98	0.931	NA	Paneth-like	TMEM59
LGALS91	0.719	0.433019602	0.438	0.433019602	0.813	0.502	NA	Paneth-like	LGALS9
UNC5C	0.716	0.384611084	0.432	0.384611084	0.443	0.014	NA	Paneth-like	UNC5C
ASAH1	0.715	0.388120444	0.43	0.388120444	0.796	0.485	NA	Paneth-like	ASAH1
BSG1	0.714	0.429598745	0.428	0.429598745	0.976	0.866	NA	Paneth-like	BSG
CEACAM7	0.713	0.454943701	0.426	0.454943701	0.584	0.163	NA	Paneth-like	CEACAM7
DNASE2	0.712	0.408852098	0.424	0.408852098	0.559	0.173	NA	Paneth-like	DNASE2
DSTN1	0.71	0.39179931	0.42	0.39179931	0.959	0.835	NA	Paneth-like	DSTN
OSTF1	0.71	0.385975923	0.42	0.385975923	0.675	0.324	NA	Paneth-like	OSTF1
CALM2	0.71	0.380019157	0.42	0.380019157	0.987	0.964	NA	Paneth-like	CALM2
SERP1	0.709	0.340706372	0.418	0.340706372	0.935	0.82	NA	Paneth-like	SERP1
S100A16	0.708	0.436404056	0.416	0.436404056	0.903	0.763	NA	Paneth-like	S100A16
FAU1	0.708	0.256786126	0.416	0.256786126	1	0.996	NA	Paneth-like	FAU
GOLM1	0.707	0.419056651	0.414	0.419056651	0.875	0.594	NA	Paneth-like	GOLM1
FXYD3	0.706	0.724419141	0.412	0.724419141	1	0.944	NA	Paneth-like	FXYD3
NAE1	0.706	0.388309169	0.412	0.388309169	0.619	0.259	NA	Paneth-like	NAE1
PPIC	0.703	0.396941968	0.406	0.396941968	0.833	0.593	NA	Paneth-like	PPIC
ALDH2	0.702	0.395700046	0.404	0.395700046	0.904	0.765	NA	Paneth-like	ALDH2
C4orf48	0.701	0.439156623	0.402	0.439156623	0.864	0.602	NA	Paneth-like	C4orf48
ABCC3	0.701	0.38908153	0.402	0.38908153	0.78	0.458	NA	Paneth-like	ABCC3
PCSK1N	0.959	3.823333056	0.918	3.823333056	0.93	0.078	NA	Enteriendocrine	PCSK1N
SCGN	0.949	1.835012621	0.898	1.835012621	0.898	0.004	NA	Enteriendocrine	SCGN
CPE	0.919	1.56552684	0.838	1.56552684	0.852	0.035	NA	Enteriendocrine	CPE
CRYBA2	0.892	2.245668487	0.784	2.245668487	0.789	0.012	NA	Enteriendocrine	CRYBA2
FEV	0.882	2.07501781	0.764	2.07501781	0.766	0.006	NA	Enteriendocrine	FEV
CHGA	0.872	4.90550038	0.744	4.90550038	0.773	0.092	NA	Enteriendocrine	CHGA
SCG5	0.869	1.580596769	0.738	1.580596769	0.742	0.008	NA	Enteriendocrine	SCG5
TUBA1A	0.866	1.870736355	0.732	1.870736355	0.75	0.042	NA	Enteriendocrine	TUBA1A
INSM1	0.866	1.67156814	0.732	1.67156814	0.734	0.005	NA	Enteriendocrine	INSM1
NEUROD1	0.863	2.031874051	0.726	2.031874051	0.727	0.002	NA	Enteriendocrine	NEUROD1
H3F3B1	0.854	0.980596533	0.708	0.980596533	1	0.978	NA	Enteriendocrine	H3F3B
MARCKSL11	0.832	0.951283406	0.664	0.951283406	0.953	0.632	NA	Enteriendocrine	MARCKSL1
KCTD12	0.825	1.540526057	0.65	1.540526057	0.719	0.145	NA	Enteriendocrine	KCTD12
CHGB	0.821	2.794680441	0.642	2.794680441	0.648	0.013	NA	Enteriendocrine	CHGB
UCP2	0.815	1.055266904	0.63	1.055266904	0.703	0.152	NA	Enteriendocrine	UCP2
MDK2	0.809	1.148491759	0.618	1.148491759	0.938	0.679	NA	Enteriendocrine	MDK
PTMS	0.809	0.80582547	0.618	0.80582547	0.938	0.632	NA	Enteriendocrine	PTMS
CACNA1A	0.808	0.894254357	0.616	0.894254357	0.617	0.004	NA	Enteriendocrine	CACNA1A
SELK1	0.805	0.780920566	0.61	0.780920566	0.961	0.72	NA	Enteriendocrine	SELK
BTG2	0.803	1.24676178	0.606	1.24676178	0.906	0.69	NA	Enteriendocrine	BTG2
TTR	0.795	1.587756568	0.59	1.587756568	0.594	0.009	NA	Enteriendocrine	TTR
PAM	0.795	1.151715607	0.59	1.151715607	0.625	0.057	NA	Enteriendocrine	PAM
MS4A81	0.793	0.910389046	0.586	0.910389046	0.883	0.416	NA	Enteriendocrine	MS4A8
EGR1	0.786	1.328702363	0.572	1.328702363	0.852	0.693	NA	Enteriendocrine	EGR1
C12orf75	0.779	0.89417504	0.558	0.89417504	0.812	0.43	NA	Enteriendocrine	C12orf75
NPDC12	0.779	0.688477935	0.558	0.688477935	0.844	0.416	NA	Enteriendocrine	NPDC1
C9orf16	0.778	0.796718187	0.556	0.796718187	0.891	0.657	NA	Enteriendocrine	C9orf16
NGFRAP11	0.778	0.790793878	0.556	0.790793878	0.789	0.407	NA	Enteriendocrine	NGFRAP1
SCG2	0.777	1.49337133	0.554	1.49337133	0.555	0.002	NA	Enteriendocrine	SCG2
CADPS	0.773	0.673781173	0.546	0.673781173	0.555	0.011	NA	Enteriendocrine	CADPS
NKX2-2	0.769	0.897322556	0.538	0.897322556	0.539	0.003	NA	Enteriendocrine	NKX2-2
JUNB	0.76	1.196838286	0.52	1.196838286	0.945	0.898	NA	Enteriendocrine	JUNB
RAB3B	0.757	1.094513368	0.514	1.094513368	0.523	0.012	NA	Enteriendocrine	RAB3B
VAMP2	0.756	0.727811277	0.512	0.727811277	0.812	0.596	NA	Enteriendocrine	VAMP2
QPCT	0.754	0.851201647	0.508	0.851201647	0.539	0.051	NA	Enteriendocrine	QPCT
HMGN31	0.752	0.800859491	0.504	0.800859491	0.781	0.477	NA	Enteriendocrine	HMGN3
SEC11C	0.75	0.904166676	0.5	0.904166676	0.766	0.489	NA	Enteriendocrine	SEC11C
ATF3	0.749	1.169877032	0.498	1.169877032	0.836	0.687	NA	Enteriendocrine	ATF3
TIMP1	0.747	0.958854234	0.494	0.958854234	0.586	0.146	NA	Enteriendocrine	TIMP1
PCSK1	0.746	1.143672184	0.492	1.143672184	0.492	0.001	NA	Enteriendocrine	PCSK1
UCN3	0.745	1.228977573	0.49	1.228977573	0.492	0.003	NA	Enteriendocrine	UCN3
EID1	0.741	0.623606358	0.482	0.623606358	0.773	0.511	NA	Enteriendocrine	EID1
SMIM6	0.738	0.731708833	0.476	0.731708833	0.555	0.101	NA	Enteriendocrine	SMIM6
FOS	0.735	0.721938743	0.47	0.721938743	0.961	0.965	NA	Enteriendocrine	FOS
GUCY2C	0.735	0.672550172	0.47	0.672550172	0.703	0.363	NA	Enteriendocrine	GUCY2C
RAB26	0.735	0.552040003	0.47	0.552040003	0.516	0.057	NA	Enteriendocrine	RAB26
SSR4	0.735	0.535273992	0.47	0.535273992	0.992	0.914	NA	Enteriendocrine	SSR4
SYT13	0.734	1.300973903	0.468	1.300973903	0.609	0.225	NA	Enteriendocrine	SYT13
GABARAP	0.734	0.59169613	0.468	0.59169613	0.914	0.817	NA	Enteriendocrine	GABARAP
H1FX	0.732	0.727329382	0.464	0.727329382	0.672	0.33	NA	Enteriendocrine	H1FX
HMGN21	0.732	0.532131631	0.464	0.532131631	0.93	0.788	NA	Enteriendocrine	HMGN2
FOSB1	0.73	0.943874613	0.46	0.943874613	0.914	0.817	NA	Enteriendocrine	FOSB
IER2	0.73	0.832696197	0.46	0.832696197	0.914	0.897	NA	Enteriendocrine	IER2
SCG3	0.73	0.754207898	0.46	0.754207898	0.461	0.001	NA	Enteriendocrine	SCG3
MIR7-3HG	0.726	0.757469682	0.452	0.757469682	0.453	0.001	NA	Enteriendocrine	MIR7-3HG
PYY	0.725	5.169148108	0.45	5.169148108	0.531	0.149	NA	Enteriendocrine	PYY
MIF	0.724	0.536447892	0.448	0.536447892	0.93	0.851	NA	Enteriendocrine	MIF
SCT	0.722	2.087774836	0.444	2.087774836	0.477	0.051	NA	Enteriendocrine	SCT
VWA5B2	0.722	0.631180111	0.444	0.631180111	0.445	0.002	NA	Enteriendocrine	VWA5B2
GCH1	0.72	0.78853966	0.44	0.78853966	0.508	0.102	NA	Enteriendocrine	GCH1
SNRPN	0.72	0.583966313	0.44	0.583966313	0.594	0.216	NA	Enteriendocrine	SNRPN
SLC29A4	0.719	0.495378334	0.438	0.495378334	0.445	0.011	NA	Enteriendocrine	SLC29A4
ETV1	0.717	0.815963499	0.434	0.815963499	0.438	0.005	NA	Enteriendocrine	ETV1
LUC7L3	0.717	0.50678264	0.434	0.50678264	0.82	0.574	NA	Enteriendocrine	LUC7L3
AES	0.717	0.502752092	0.434	0.502752092	0.859	0.627	NA	Enteriendocrine	AES
GCLC	0.716	0.905486033	0.432	0.905486033	0.516	0.119	NA	Enteriendocrine	GCLC
DDX5	0.715	0.625467373	0.43	0.625467373	0.898	0.868	NA	Enteriendocrine	DDX5
SEPW12	0.713	0.448888364	0.426	0.448888364	0.953	0.802	NA	Enteriendocrine	SEPW1
ARFGEF3	0.712	0.690138792	0.424	0.690138792	0.539	0.163	NA	Enteriendocrine	ARFGEF3
ZNF428	0.712	0.548270041	0.424	0.548270041	0.641	0.325	NA	Enteriendocrine	ZNF428
BEX2	0.712	0.545699938	0.424	0.545699938	0.516	0.131	NA	Enteriendocrine	BEX2
NISCH	0.711	0.729593753	0.422	0.729593753	0.516	0.126	NA	Enteriendocrine	NISCH
PTPRN2	0.711	0.669036917	0.422	0.669036917	0.492	0.095	NA	Enteriendocrine	PTPRN2
MYL6B	0.711	0.646989432	0.422	0.646989432	0.555	0.21	NA	Enteriendocrine	MYL6B
GNG2	0.709	0.771456271	0.418	0.771456271	0.422	0.007	NA	Enteriendocrine	GNG2
C6orf481	0.709	0.487701761	0.418	0.487701761	0.773	0.518	NA	Enteriendocrine	C6orf48
CEP126	0.708	0.617008031	0.416	0.617008031	0.438	0.03	NA	Enteriendocrine	CEP126
GCG	0.707	4.071249314	0.414	4.071249314	0.438	0.038	NA	Enteriendocrine	GCG
TFF1	0.707	0.852803673	0.414	0.852803673	0.633	0.292	NA	Enteriendocrine	TFF1
NAP1L11	0.707	0.49310357	0.414	0.49310357	0.734	0.414	NA	Enteriendocrine	NAP1L1
KIAA13242	0.706	0.491885724	0.412	0.491885724	0.68	0.364	NA	Enteriendocrine	KIAA1324
DNAJC12	0.705	0.865774233	0.41	0.865774233	0.461	0.07	NA	Enteriendocrine	DNAJC12
JUND	0.704	0.60073927	0.408	0.60073927	0.883	0.802	NA	Enteriendocrine	JUND
RIMBP2	0.702	0.456655896	0.404	0.456655896	0.406	0.003	NA	Enteriendocrine	RIMBP2
CBX6	0.701	0.678097838	0.402	0.678097838	0.406	0.006	NA	Enteriendocrine	CBX6
ADH1C1	0.854	0.995300125	0.708	0.995300125	0.934	0.419	NA	Progenitor	ADH1C
TXN1	0.809	0.546887308	0.618	0.546887308	0.995	0.964	NA	Progenitor	TXN
ATP5G11	0.79	0.567251894	0.58	0.567251894	0.988	0.828	NA	Progenitor	ATP5G1
RPL61	0.789	0.60873822	0.578	0.60873822	0.997	0.943	NA	Progenitor	RPL6
RPLP01	0.787	0.55227329	0.574	0.55227329	0.999	0.976	NA	Progenitor	RPLP0
UQCRH1	0.786	0.453624988	0.572	0.453624988	0.996	0.932	NA	Progenitor	UQCRH
PIGR2	0.783	0.882547227	0.566	0.882547227	0.996	0.889	NA	Progenitor	PIGR
GPX21	0.782	0.707078841	0.564	0.707078841	0.947	0.588	NA	Progenitor	GPX2
PPP1R1B1	0.78	0.580267941	0.56	0.580267941	0.926	0.481	NA	Progenitor	PPP1R1B
RPL51	0.778	0.585509719	0.556	0.585509719	0.998	0.947	NA	Progenitor	RPL5
RPL151	0.778	0.578279119	0.556	0.578279119	0.999	0.982	NA	Progenitor	RPL15
MGST12	0.776	0.633508175	0.552	0.633508175	0.951	0.648	NA	Progenitor	MGST1
RPSA1	0.776	0.63032828	0.552	0.63032828	0.996	0.916	NA	Progenitor	RPSA
CD241	0.771	0.777105916	0.542	0.777105916	0.881	0.504	NA	Progenitor	CD24
RPS171	0.771	0.558139306	0.542	0.558139306	0.999	0.983	NA	Progenitor	RPS17
RPS161	0.77	0.497506814	0.54	0.497506814	1	0.985	NA	Progenitor	RPS16
RPL10A1	0.769	0.571010066	0.538	0.571010066	0.998	0.962	NA	Progenitor	RPL10A
RPS71	0.768	0.5565863	0.536	0.5565863	0.998	0.95	NA	Progenitor	RPS7
RPL42	0.767	0.591352821	0.534	0.591352821	0.987	0.823	NA	Progenitor	RPL4
RPL81	0.767	0.404484641	0.534	0.404484641	1	0.998	NA	Progenitor	RPL8
RPS61	0.766	0.582525822	0.532	0.582525822	0.999	0.996	NA	Progenitor	RPS6
CYBA1	0.766	0.530176021	0.532	0.530176021	0.986	0.768	NA	Progenitor	CYBA
C1QBP1	0.765	0.560510362	0.53	0.560510362	0.896	0.499	NA	Progenitor	C1QBP
RPS22	0.763	0.614342526	0.526	0.614342526	0.999	0.981	NA	Progenitor	RPS2
RPL18A1	0.762	0.487653401	0.524	0.487653401	1	0.995	NA	Progenitor	RPL18A
RPL271	0.762	0.449654548	0.524	0.449654548	0.997	0.97	NA	Progenitor	RPL27
RPL71	0.761	0.531952933	0.522	0.531952933	0.999	0.988	NA	Progenitor	RPL7
YBX11	0.759	0.475455202	0.518	0.475455202	0.989	0.919	NA	Progenitor	YBX1
RPS181	0.758	0.509262853	0.516	0.509262853	1	0.999	NA	Progenitor	RPS18
RPS27A1	0.758	0.429379641	0.516	0.429379641	1	0.997	NA	Progenitor	RPS27A
RPL13A1	0.754	0.433970393	0.508	0.433970393	1	1	NA	Progenitor	RPL13A
PPIA1	0.754	0.433804847	0.508	0.433804847	0.995	0.934	NA	Progenitor	PPIA
RPL231	0.753	0.479559112	0.506	0.479559112	0.996	0.932	NA	Progenitor	RPL23
ATP5G3	0.753	0.382999964	0.506	0.382999964	0.993	0.961	NA	Progenitor	ATP5G3
RPS81	0.751	0.518195465	0.502	0.518195465	1	0.99	NA	Progenitor	RPS8
RPL33	0.751	0.484112473	0.502	0.484112473	1	0.995	NA	Progenitor	RPL3
RPL221	0.751	0.464676807	0.502	0.464676807	0.998	0.955	NA	Progenitor	RPL22
RPLP11	0.75	0.458204534	0.5	0.458204534	1	1	NA	Progenitor	RPLP1
RPS101	0.75	0.434411663	0.5	0.434411663	0.999	0.984	NA	Progenitor	RPS10
RPS191	0.749	0.449699563	0.498	0.449699563	1	0.997	NA	Progenitor	RPS19
RPS31	0.747	0.473490863	0.494	0.473490863	1	0.999	NA	Progenitor	RPS3
RPS51	0.747	0.46088125	0.494	0.46088125	1	0.978	NA	Progenitor	RPS5
RPS211	0.747	0.431855276	0.494	0.431855276	1	0.986	NA	Progenitor	RPS21
TSPO1	0.747	0.423355812	0.494	0.423355812	0.983	0.874	NA	Progenitor	TSPO
RPL211	0.746	0.415482092	0.492	0.415482092	1	0.998	NA	Progenitor	RPL21
RPS281	0.746	0.402990918	0.492	0.402990918	1	0.999	NA	Progenitor	RPS28
RPL191	0.746	0.389953174	0.492	0.389953174	1	0.997	NA	Progenitor	RPL19
MLEC1	0.745	0.458772594	0.49	0.458772594	0.924	0.573	NA	Progenitor	MLEC
RPL7A1	0.744	0.415847252	0.488	0.415847252	0.999	0.989	NA	Progenitor	RPL7A
RPS131	0.743	0.46213479	0.486	0.46213479	0.998	0.976	NA	Progenitor	RPS13
NACA1	0.743	0.396011353	0.486	0.396011353	0.995	0.962	NA	Progenitor	NACA
SLC25A61	0.742	0.394426402	0.484	0.394426402	0.997	0.962	NA	Progenitor	SLC25A6
RPS91	0.742	0.384133674	0.484	0.384133674	1	0.996	NA	Progenitor	RPS9
EEF1A11	0.74	0.399439219	0.48	0.399439219	1	0.999	NA	Progenitor	EEF1A1
FABP52	0.738	0.541842537	0.476	0.541842537	0.816	0.395	NA	Progenitor	FABP5
RPS4X1	0.738	0.465264277	0.476	0.465264277	1	0.995	NA	Progenitor	RPS4X
RPS3A1	0.738	0.463570205	0.476	0.463570205	1	0.992	NA	Progenitor	RPS3A
LCN2	0.737	0.639834974	0.474	0.639834974	0.873	0.471	NA	Progenitor	LCN2
RPL261	0.736	0.432951641	0.472	0.432951641	1	0.996	NA	Progenitor	RPL26
ATP5F11	0.736	0.413892547	0.472	0.413892547	0.952	0.72	NA	Progenitor	ATP5F1
RPS241	0.734	0.428897229	0.468	0.428897229	1	0.991	NA	Progenitor	RPS24
RPLP22	0.734	0.385335687	0.468	0.385335687	1	0.999	NA	Progenitor	RPLP2
GNB2L11	0.733	0.400825074	0.466	0.400825074	0.999	0.984	NA	Progenitor	GNB2L1
RPS141	0.733	0.361439518	0.466	0.361439518	1	1	NA	Progenitor	RPS14
RPL351	0.731	0.385277445	0.462	0.385277445	1	0.992	NA	Progenitor	RPL35
RPL181	0.731	0.347692076	0.462	0.347692076	1	0.996	NA	Progenitor	RPL18
RPL91	0.73	0.373592351	0.46	0.373592351	1	0.996	NA	Progenitor	RPL9
RPL281	0.73	0.322953096	0.46	0.322953096	1	0.999	NA	Progenitor	RPL28
COX5A	0.729	0.322817184	0.458	0.322817184	0.991	0.958	NA	Progenitor	COX5A
PABPC11	0.728	0.426202539	0.456	0.426202539	0.982	0.852	NA	Progenitor	PABPC1
EBPL1	0.728	0.40761568	0.456	0.40761568	0.746	0.318	NA	Progenitor	EBPL
MRPL12	0.728	0.390710701	0.456	0.390710701	0.935	0.616	NA	Progenitor	MRPL12
RPL301	0.728	0.380984749	0.456	0.380984749	0.999	0.992	NA	Progenitor	RPL30
RPL23A1	0.728	0.380027088	0.456	0.380027088	0.999	0.993	NA	Progenitor	RPL23A
RPL131	0.727	0.417006881	0.454	0.417006881	1	0.997	NA	Progenitor	RPL13
RPS292	0.727	0.367713866	0.454	0.367713866	1	1	NA	Progenitor	RPS29
RPL111	0.727	0.31576507	0.454	0.31576507	1	0.999	NA	Progenitor	RPL11
RPL171	0.726	0.428716927	0.452	0.428716927	0.989	0.904	NA	Progenitor	RPL17
RPS15A1	0.725	0.404698781	0.45	0.404698781	1	0.995	NA	Progenitor	RPS15A
RPL241	0.725	0.359093452	0.45	0.359093452	0.999	0.98	NA	Progenitor	RPL24
RPL391	0.724	0.436595506	0.448	0.436595506	1	0.996	NA	Progenitor	RPL39
CYC11	0.724	0.370666353	0.448	0.370666353	0.974	0.819	NA	Progenitor	CYC1
PLA2G2A	0.723	0.742860587	0.446	0.742860587	0.845	0.54	NA	Progenitor	PLA2G2A
FAM162A1	0.723	0.433176056	0.446	0.433176056	0.934	0.691	NA	Progenitor	FAM162A
RPS231	0.723	0.379699472	0.446	0.379699472	0.999	0.995	NA	Progenitor	RPS23
HINT1	0.721	0.294118409	0.442	0.294118409	0.993	0.975	NA	Progenitor	HINT1
ATP5L	0.721	0.285667269	0.442	0.285667269	0.996	0.974	NA	Progenitor	ATP5L
COX7C	0.721	0.254009367	0.442	0.254009367	0.999	0.994	NA	Progenitor	COX7C
ATP5G21	0.719	0.331744093	0.438	0.331744093	0.993	0.935	NA	Progenitor	ATP5G2
RPL411	0.719	0.295801909	0.438	0.295801909	1	1	NA	Progenitor	RPL41
RPL321	0.718	0.404326429	0.436	0.404326429	1	0.997	NA	Progenitor	RPL32
COMMD61	0.717	0.358977229	0.434	0.358977229	0.971	0.79	NA	Progenitor	COMMD6
RPL37A1	0.716	0.372327962	0.432	0.372327962	1	0.997	NA	Progenitor	RPL37A
USMG5	0.716	0.341565079	0.432	0.341565079	0.993	0.955	NA	Progenitor	USMG5
EIF3L1	0.715	0.397502851	0.43	0.397502851	0.918	0.598	NA	Progenitor	EIF3L
RPL102	0.715	0.347473338	0.43	0.347473338	1	0.999	NA	Progenitor	RPL10
LEFTY11	0.713	0.533252042	0.426	0.533252042	0.663	0.247	NA	Progenitor	LEFTY1
HNRNPA11	0.713	0.472979306	0.426	0.472979306	0.993	0.901	NA	Progenitor	HNRNPA1
RPL311	0.713	0.36555766	0.426	0.36555766	1	0.994	NA	Progenitor	RPL31
CFTR	0.713	0.338564024	0.426	0.338564024	0.599	0.192	NA	Progenitor	CFTR
C15orf481	0.712	0.425214458	0.424	0.425214458	0.995	0.986	NA	Progenitor	C15orf48
TUFM	0.712	0.359808767	0.424	0.359808767	0.949	0.723	NA	Progenitor	TUFM
ATP5A1	0.712	0.356229339	0.424	0.356229339	0.97	0.806	NA	Progenitor	ATP5A1
RPL341	0.712	0.341765034	0.424	0.341765034	1	0.999	NA	Progenitor	RPL34
RPL35A1	0.712	0.332846162	0.424	0.332846162	1	0.994	NA	Progenitor	RPL35A
UQCRFS1	0.711	0.359350212	0.422	0.359350212	0.953	0.754	NA	Progenitor	UQCRFS1
RPL27A2	0.711	0.330892554	0.422	0.330892554	1	0.999	NA	Progenitor	RPL27A
CD91	0.71	0.411317611	0.42	0.411317611	0.97	0.809	NA	Progenitor	CD9
RPS201	0.71	0.353962553	0.42	0.353962553	0.998	0.962	NA	Progenitor	RPS20
HMGCS21	0.709	0.454034018	0.418	0.454034018	0.829	0.455	NA	Progenitor	HMGCS2
SELENBP11	0.709	0.417451339	0.418	0.417451339	0.937	0.659	NA	Progenitor	SELENBP1
RPL36A1	0.709	0.391118759	0.418	0.391118759	1	0.958	NA	Progenitor	RPL36A
GOLM11	0.708	0.403563765	0.416	0.403563765	0.859	0.508	NA	Progenitor	GOLM1
HSPE1	0.706	0.374204231	0.412	0.374204231	0.975	0.843	NA	Progenitor	HSPE1
PHB1	0.706	0.366657161	0.412	0.366657161	0.906	0.606	NA	Progenitor	PHB
RBM31	0.705	0.396831037	0.41	0.396831037	0.911	0.607	NA	Progenitor	RBM3
RPS122	0.705	0.389666005	0.41	0.389666005	1	0.998	NA	Progenitor	RPS12
APRT	0.705	0.359141254	0.41	0.359141254	0.957	0.75	NA	Progenitor	APRT
TRABD2A1	0.704	0.326415752	0.408	0.326415752	0.724	0.32	NA	Progenitor	TRABD2A
RPL141	0.704	0.326004274	0.408	0.326004274	0.999	0.99	NA	Progenitor	RPL14
EIF3E1	0.703	0.406120467	0.406	0.406120467	0.933	0.677	NA	Progenitor	EIF3E
RPL291	0.703	0.283881262	0.406	0.283881262	1	0.997	NA	Progenitor	RPL29
IMPDH21	0.702	0.395193784	0.404	0.395193784	0.79	0.396	NA	Progenitor	IMPDH2
RPL371	0.702	0.325652512	0.404	0.325652512	1	0.994	NA	Progenitor	RPL37
MINOS1	0.702	0.31948344	0.404	0.31948344	0.98	0.869	NA	Progenitor	MINOS1
HMGB2	0.968	1.64066509	0.936	1.64066509	0.99	0.427	NA	TA	HMGB2
H2AFZ1	0.966	1.427767571	0.932	1.427767571	0.994	0.718	NA	TA	H2AFZ
STMN1	0.952	1.355763165	0.904	1.355763165	0.975	0.255	NA	TA	STMN1
TUBA1B	0.945	1.375294978	0.89	1.375294978	0.995	0.721	NA	TA	TUBA1B
